Label,Threat_v2,Flow Packets/s,Flow Bytes/s,Flow Duration,Total Fwd Packets,Total Backward Packets
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,30303.0303,181818.1818,66,2,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,125000.0,750000.0,16,2,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,34482.75862,206896.5517,58,2,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,30769.23077,184615.3846,65,2,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,26315.78947,157894.7368,76,2,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,14336.91756,229390.681,279,4,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,565217.3913,132000000.0,23,13,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,2000000.0,617000000.0,1,2,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,1593.927894,1510208.729,13175,15,6
BENIGN,ALERT: HIGH_PACKET_RATE,58823.52941,0.0,51,1,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,29126.21359,300970.8738,103,3,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18779.34272,901408.4507,213,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,565217.3913,28300000.0,23,13,0
BENIGN,ALERT: HIGH_PACKET_RATE,1255.442901,90201.1887,62926,49,30
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,22727.27273,1090909.091,176,2,2
BENIGN,ALERT: HIGH_PACKET_RATE,36363.63636,0.0,55,1,1
BENIGN,ALERT: HIGH_PACKET_RATE,750000.0,0.0,4,3,0
BENIGN,ALERT: HIGH_PACKET_RATE,12448.13278,0.0,241,1,2
BENIGN,ALERT: HIGH_PACKET_RATE,100000.0,0.0,30,1,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,500000.0,31000000.0,4,2,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20833.33333,479166.6667,192,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,17937.21973,412556.0538,223,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,22222.22222,511111.1111,180,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,23121.38728,531791.9075,173,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21857.9235,502732.2404,183,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,16666.66667,383333.3333,240,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15384.61538,353846.1538,260,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,22727.27273,522727.2727,176,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21978.02198,505494.5055,182,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,23255.81395,534883.7209,172,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,23529.41176,541176.4706,170,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,23952.09581,550898.2036,167,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,24096.38554,554216.8675,166,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21978.02198,505494.5055,182,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,13986.01399,321678.3217,286,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,23668.63905,544378.6982,169,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15094.33962,1064150.943,265,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,17777.77778,2524444.444,225,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,250000.0,1500000.0,8,1,1
BENIGN,ALERT: HIGH_PACKET_RATE,4662.004662,27972.02797,429,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,666666.6667,12300000.0,3,2,0
BENIGN,ALERT: HIGH_PACKET_RATE,9174.311927,0.0,218,2,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,40816.32653,244897.9592,49,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,45454.54545,272727.2727,44,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,45454.54545,272727.2727,44,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,60606.06061,363636.3636,33,1,1
BENIGN,ALERT: HIGH_PACKET_RATE,33333.33333,0.0,60,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,60606.06061,363636.3636,33,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,43478.26087,260869.5652,46,1,1
BENIGN,ALERT: HIGH_PACKET_RATE,46511.62791,0.0,43,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,25316.4557,151898.7342,79,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,60606.06061,363636.3636,33,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,64516.12903,387096.7742,31,1,1
BENIGN,ALERT: HIGH_PACKET_RATE,32786.88525,0.0,61,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,666666.6667,12300000.0,3,2,0
BENIGN,ALERT: ONE_WAY_FLOOD,1.386457584,0.0,116844541,162,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,23529.41176,141176.4706,85,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,36363.63636,218181.8182,55,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21505.37634,129032.2581,93,1,1
BENIGN,ALERT: HIGH_PACKET_RATE,1057.082452,9778.012685,3784,3,1
BENIGN,ALERT: HIGH_PACKET_RATE,133333.3333,0.0,15,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,1500000.0,21500000.0,2,3,0
BENIGN,ALERT: HIGH_PACKET_RATE,7984.031936,97804.39122,501,3,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,24691.35802,148148.1481,81,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20833.33333,125000.0,96,1,1
BENIGN,ALERT: HIGH_PACKET_RATE,10695.18717,64171.12299,187,2,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,500000.0,3000000.0,4,2,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,2000000.0,12000000.0,1,2,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,2190.580504,158086.893,2739,5,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,64516.12903,387096.7742,31,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,500000.0,3000000.0,4,2,0
BENIGN,ALERT: HIGH_PACKET_RATE,21978.02198,0.0,91,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,41666.66667,250000.0,48,2,0
BENIGN,ALERT: HIGH_PACKET_RATE,62500.0,0.0,32,1,1
BENIGN,ALERT: HIGH_PACKET_RATE,37735.84906,0.0,53,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,68965.51724,413793.1034,29,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,105263.1579,631578.9474,19,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,25316.4557,151898.7342,79,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,31250.0,187500.0,64,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,24691.35802,148148.1481,81,1,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,29850.74627,365671.6418,134,3,1
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,600000.0,54400000.0,5,3,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,10714.28571,232142.8571,280,3,0
BENIGN,ALERT: HIGH_PACKET_RATE,16393.44262,0.0,122,2,0
BENIGN,ALERT: HIGH_PACKET_RATE,9259.259259,0.0,216,2,0
BENIGN,ALERT: HIGH_PACKET_RATE,10695.18717,64171.12299,187,2,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,619047.619,31000000.0,21,13,0
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20408.16327,1214285.714,196,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20512.82051,800000.0,195,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,14814.81481,881481.4815,270,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,12345.67901,697530.8642,324,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,22222.22222,955555.5556,180,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,12861.73633,514469.4534,311,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,22471.91011,1269662.921,178,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15873.01587,896825.3968,252,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,24844.7205,993788.8199,161,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18867.92453,811320.7547,212,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20618.5567,886597.9381,194,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,25316.4557,1088607.595,158,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,17699.11504,690265.4867,226,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,17699.11504,707964.6018,226,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,16460.90535,707818.93,243,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,16393.44262,975409.8361,244,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,11428.57143,680000.0,350,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18691.58879,747663.5514,214,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,22346.36872,1240223.464,179,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,25477.70701,1019108.28,157,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21052.63158,1210526.316,190,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18518.51852,1490740.741,216,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20725.3886,849740.9326,193,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,23121.38728,1375722.543,173,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20725.3886,1170984.456,193,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19607.84314,1578431.373,204,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19417.47573,1300970.874,206,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19512.19512,1307317.073,205,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,25641.02564,1051282.051,156,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,17857.14286,767857.1429,224,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,22988.50575,1850574.713,174,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18604.65116,1106976.744,215,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15209.12548,1224334.601,263,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19900.49751,815920.398,201,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21052.63158,1210526.316,190,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18433.17972,1483870.968,217,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,16528.92562,1330578.512,242,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18348.62385,1477064.22,218,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15094.33962,867924.5283,265,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18099.54751,1457013.575,221,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19230.76923,1144230.769,208,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,25316.4557,1696202.532,158,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19138.75598,1540669.856,209,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,14981.27341,1205992.509,267,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20408.16327,1214285.714,196,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,14598.54015,1072992.701,274,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,16597.51037,987551.8672,241,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20942.40838,1162303.665,191,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,23952.09581,1029940.12,167,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18433.17972,755760.3687,217,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18604.65116,1497674.419,215,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19138.75598,1282296.651,209,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20618.5567,1185567.01,194,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15209.12548,1224334.601,263,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21505.37634,1440860.215,186,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15936.25498,1282868.526,251,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18691.58879,1252336.449,214,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18099.54751,1212669.683,221,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21164.02116,1216931.217,189,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21621.62162,1448648.649,185,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18433.17972,1483870.968,217,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,26143.79085,1124183.007,153,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20408.16327,1367346.939,196,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21164.02116,1417989.418,189,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18604.65116,1246511.628,215,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21739.13043,1250000.0,184,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,31007.75194,1271317.829,129,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19138.75598,1282296.651,209,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,25806.45161,1058064.516,155,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18604.65116,1497674.419,215,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15037.59398,1210526.316,266,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19230.76923,1144230.769,208,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,24691.35802,1012345.679,162,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18018.01802,1450450.45,222,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,22727.27273,1522727.273,176,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18957.34597,1270142.18,211,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,16000.0,1288000.0,250,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,14869.88848,1197026.022,269,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20833.33333,1395833.333,192,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18957.34597,1526066.351,211,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18957.34597,1270142.18,211,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19230.76923,1288461.538,208,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18348.62385,752293.578,218,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15936.25498,1282868.526,251,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18433.17972,1235023.041,217,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19704.4335,1320197.044,203,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18779.34272,1258215.962,213,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,12539.18495,1009404.389,319,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18691.58879,1504672.897,214,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21164.02116,1417989.418,189,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18518.51852,1240740.741,216,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15748.0315,1267716.535,254,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,23668.63905,1017751.479,169,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,16666.66667,1341666.667,240,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21978.02198,945054.9451,182,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,16000.0,1288000.0,250,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15209.12548,1224334.601,263,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21276.59574,1223404.255,188,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,24844.7205,1018633.54,161,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,22598.87006,1819209.04,177,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15503.87597,1248062.016,258,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15810.27668,1272727.273,253,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19230.76923,1288461.538,208,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21052.63158,1210526.316,190,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18099.54751,1212669.683,221,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15810.27668,1272727.273,253,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15748.0315,1267716.535,254,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20618.5567,886597.9381,194,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,17543.85965,1412280.702,228,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15810.27668,1272727.273,253,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18181.81818,1463636.364,220,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,16129.03226,1298387.097,248,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,16000.0,1288000.0,250,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19138.75598,1282296.651,209,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18518.51852,1490740.741,216,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18099.54751,1212669.683,221,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18264.84018,1470319.635,219,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19607.84314,1186274.51,204,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18867.92453,1518867.925,212,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21505.37634,1440860.215,186,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21857.9235,1464480.874,183,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,14981.27341,1205992.509,267,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,13651.87713,914675.7679,293,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,12578.61635,842767.2956,318,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,24844.7205,1018633.54,161,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21390.37433,1229946.524,187,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20100.50251,1155778.894,199,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20100.50251,824120.603,199,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,17857.14286,1196428.571,224,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15564.20233,1252918.288,257,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,16666.66667,1116666.667,240,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20304.56853,1360406.091,197,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15936.25498,1282868.526,251,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,16393.44262,1319672.131,244,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20725.3886,1191709.845,193,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20512.82051,882051.2821,195,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,17621.14537,1180616.74,227,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18264.84018,1223744.292,219,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21739.13043,1456521.739,184,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20725.3886,1191709.845,193,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20408.16327,1367346.939,196,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,14234.87544,583629.8932,281,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18018.01802,1450450.45,222,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,16597.51037,1112033.195,241,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20408.16327,836734.6939,196,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,15748.0315,1267716.535,254,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20304.56853,893401.0152,197,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21857.9235,852459.0164,183,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,12987.01299,870129.8701,308,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,25157.2327,1031446.541,159,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20202.0202,1161616.162,198,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,23391.81287,1345029.24,171,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19900.49751,1124378.109,201,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,26143.79085,1045751.634,153,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,21978.02198,1263736.264,182,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18264.84018,1223744.292,219,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,20833.33333,895833.3333,192,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,18099.54751,1212669.683,221,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,16194.33198,1303643.725,247,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,25316.4557,1037974.684,158,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19900.49751,1333333.333,201,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,24096.38554,1036144.578,166,2,2
BENIGN,ALERT: HIGH_PACKET_RATE | HIGH_BYTE_RATE,19417.47573,1300970.874,206,2,2
